timestamp,device,kwh,location
2026-04-15 18:00:00,HVAC_Floor1,3.964,Main
2026-04-15 18:00:00,HVAC_Floor2,2.599,Main
2026-04-15 18:00:00,Workstations,3.292,Main
2026-04-15 18:00:00,Server_Room_AC,11.006,Main
2026-04-15 18:00:00,Lighting_Main,2.632,Main
2026-04-15 19:00:00,HVAC_Floor1,3.074,Main
2026-04-15 19:00:00,HVAC_Floor2,4.529,Main
2026-04-15 19:00:00,Workstations,2.971,Main
2026-04-15 19:00:00,Server_Room_AC,4.728,Main
2026-04-15 19:00:00,Lighting_Main,2.14,Main
2026-04-15 20:00:00,HVAC_Floor1,3.603,Main
2026-04-15 20:00:00,HVAC_Floor2,3.843,Main
2026-04-15 20:00:00,Workstations,2.59,Main
2026-04-15 20:00:00,Server_Room_AC,3.527,Main
2026-04-15 20:00:00,Lighting_Main,4.705,Main
2026-04-15 21:00:00,HVAC_Floor1,4.291,Main
2026-04-15 21:00:00,HVAC_Floor2,3.25,Main
2026-04-15 21:00:00,Workstations,3.374,Main
2026-04-15 21:00:00,Server_Room_AC,2.391,Main
2026-04-15 21:00:00,Lighting_Main,3.138,Main
2026-04-15 22:00:00,HVAC_Floor1,4.755,Main
2026-04-15 22:00:00,HVAC_Floor2,4.5,Main
2026-04-15 22:00:00,Workstations,3.011,Main
2026-04-15 22:00:00,Server_Room_AC,2.483,Main
2026-04-15 22:00:00,Lighting_Main,4.683,Main
2026-04-15 23:00:00,HVAC_Floor1,2.597,Main
2026-04-15 23:00:00,HVAC_Floor2,4.447,Main
2026-04-15 23:00:00,Workstations,2.08,Main
2026-04-15 23:00:00,Server_Room_AC,4.702,Main
2026-04-15 23:00:00,Lighting_Main,2.638,Main
2026-04-16 00:00:00,HVAC_Floor1,2.518,Main
2026-04-16 00:00:00,HVAC_Floor2,3.308,Main
2026-04-16 00:00:00,Workstations,3.317,Main
2026-04-16 00:00:00,Server_Room_AC,2.338,Main
2026-04-16 00:00:00,Lighting_Main,3.145,Main
2026-04-16 01:00:00,HVAC_Floor1,2.344,Main
2026-04-16 01:00:00,HVAC_Floor2,4.73,Main
2026-04-16 01:00:00,Workstations,2.215,Main
2026-04-16 01:00:00,Server_Room_AC,2.136,Main
2026-04-16 01:00:00,Lighting_Main,2.136,Main
2026-04-16 02:00:00,HVAC_Floor1,3.663,Main
2026-04-16 02:00:00,HVAC_Floor2,2.879,Main
2026-04-16 02:00:00,Workstations,4.671,Main
2026-04-16 02:00:00,Server_Room_AC,3.609,Main
2026-04-16 02:00:00,Lighting_Main,2.431,Main
2026-04-16 03:00:00,HVAC_Floor1,3.743,Main
2026-04-16 03:00:00,HVAC_Floor2,3.504,Main
2026-04-16 03:00:00,Workstations,4.005,Main
2026-04-16 03:00:00,Server_Room_AC,2.4,Main
2026-04-16 03:00:00,Lighting_Main,2.971,Main
2026-04-16 04:00:00,HVAC_Floor1,2.187,Main
2026-04-16 04:00:00,HVAC_Floor2,4.662,Main
2026-04-16 04:00:00,Workstations,2.273,Main
2026-04-16 04:00:00,Server_Room_AC,4.055,Main
2026-04-16 04:00:00,Lighting_Main,4.978,Main
2026-04-16 05:00:00,HVAC_Floor1,2.298,Main
2026-04-16 05:00:00,HVAC_Floor2,2.969,Main
2026-04-16 05:00:00,Workstations,2.64,Main
2026-04-16 05:00:00,Server_Room_AC,2.499,Main
2026-04-16 05:00:00,Lighting_Main,4.025,Main
2026-04-16 06:00:00,HVAC_Floor1,3.346,Main
2026-04-16 06:00:00,HVAC_Floor2,4.793,Main
2026-04-16 06:00:00,Workstations,2.51,Main
2026-04-16 06:00:00,Server_Room_AC,2.459,Main
2026-04-16 06:00:00,Lighting_Main,3.693,Main
2026-04-16 07:00:00,HVAC_Floor1,2.507,Main
2026-04-16 07:00:00,HVAC_Floor2,4.321,Main
2026-04-16 07:00:00,Workstations,3.557,Main
2026-04-16 07:00:00,Server_Room_AC,4.549,Main
2026-04-16 07:00:00,Lighting_Main,4.463,Main
2026-04-16 08:00:00,HVAC_Floor1,2.133,Main
2026-04-16 08:00:00,HVAC_Floor2,3.012,Main
2026-04-16 08:00:00,Workstations,2.197,Main
2026-04-16 08:00:00,Server_Room_AC,2.353,Main
2026-04-16 08:00:00,Lighting_Main,4.873,Main
2026-04-16 09:00:00,HVAC_Floor1,4.194,Main
2026-04-16 09:00:00,HVAC_Floor2,4.678,Main
2026-04-16 09:00:00,Workstations,3.813,Main
2026-04-16 09:00:00,Server_Room_AC,2.42,Main
2026-04-16 09:00:00,Lighting_Main,2.637,Main
2026-04-16 10:00:00,HVAC_Floor1,6.677,Main
2026-04-16 10:00:00,HVAC_Floor2,4.349,Main
2026-04-16 10:00:00,Workstations,3.326,Main
2026-04-16 10:00:00,Server_Room_AC,2.611,Main
2026-04-16 10:00:00,Lighting_Main,3.892,Main
2026-04-16 11:00:00,HVAC_Floor1,4.081,Main
2026-04-16 11:00:00,HVAC_Floor2,2.356,Main
2026-04-16 11:00:00,Workstations,3.765,Main
2026-04-16 11:00:00,Server_Room_AC,4.554,Main
2026-04-16 11:00:00,Lighting_Main,3.967,Main
2026-04-16 12:00:00,HVAC_Floor1,2.626,Main
2026-04-16 12:00:00,HVAC_Floor2,3.847,Main
2026-04-16 12:00:00,Workstations,4.759,Main
2026-04-16 12:00:00,Server_Room_AC,2.708,Main
2026-04-16 12:00:00,Lighting_Main,3.987,Main
2026-04-16 13:00:00,HVAC_Floor1,4.386,Main
2026-04-16 13:00:00,HVAC_Floor2,4.104,Main
2026-04-16 13:00:00,Workstations,5.369,Main
2026-04-16 13:00:00,Server_Room_AC,3.666,Main
2026-04-16 13:00:00,Lighting_Main,5.06,Main
2026-04-16 14:00:00,HVAC_Floor1,4.778,Main
2026-04-16 14:00:00,HVAC_Floor2,3.559,Main
2026-04-16 14:00:00,Workstations,5.97,Main
2026-04-16 14:00:00,Server_Room_AC,3.244,Main
2026-04-16 14:00:00,Lighting_Main,3.124,Main
2026-04-16 15:00:00,HVAC_Floor1,4.373,Main
2026-04-16 15:00:00,HVAC_Floor2,3.673,Main
2026-04-16 15:00:00,Workstations,5.848,Main
2026-04-16 15:00:00,Server_Room_AC,4.7,Main
2026-04-16 15:00:00,Lighting_Main,2.876,Main
2026-04-16 16:00:00,HVAC_Floor1,5.266,Main
2026-04-16 16:00:00,HVAC_Floor2,2.597,Main
2026-04-16 16:00:00,Workstations,3.633,Main
2026-04-16 16:00:00,Server_Room_AC,5.196,Main
2026-04-16 16:00:00,Lighting_Main,5.712,Main
2026-04-16 17:00:00,HVAC_Floor1,4.499,Main
2026-04-16 17:00:00,HVAC_Floor2,3.259,Main
2026-04-16 17:00:00,Workstations,3.572,Main
2026-04-16 17:00:00,Server_Room_AC,3.008,Main
2026-04-16 17:00:00,Lighting_Main,4.152,Main
2026-04-16 18:00:00,HVAC_Floor1,3.552,Main
